Hash,Refatoração,Descrição
eb6b3c4ff2094b9f22523482031f81276e0a892d,MOVE, MOVE	{Method main(String[]) at GraphTheory2/SteinerTree.java:121}	{Method main(String[]) at GraphTheory/SteinerTree.java:121}) MOVE({SteinerTree main(String[])}  {SteinerTree main(String[])}),
7bab9b9d39bf76e743e2a40a1bc6e9055a20ab4b,RENAME, RENAME	{Method isSet(long[]  int) at com/williamfiset/algorithms/math/CompressedPrimeSieve.java:27}	{Method isNotSet(long[]  int) at com/williamfiset/algorithms/math/CompressedPrimeSieve.java:32}) RENAME({com.williamfiset.algorithms.math.CompressedPrimeSieve isSet(long[]  int)}  {com.williamfiset.algorithms.math.CompressedPrimeSieve isNotSet(long[]  int)}),
d6dbfdb595ab849f2927176ca9e5e1ee87149828,MOVE, MOVE	{Method removeColor(Map  int  int) at StringAlgorithms/LongestCommonSubstring.java:263}	{Method removeColor(Map  int  int) at StringAlgorithms/LongestCommonSubstring.java:205}) MOVE({SuffixArray removeColor(Map  int  int)}  {LongestCommonSubstring removeColor(Map  int  int)}),
d6dbfdb595ab849f2927176ca9e5e1ee87149828,MOVE, MOVE	{Method computeTextLength(String[]) at StringAlgorithms/LongestCommonSubstring.java:149}	{Method computeTextLength(String[]) at StringAlgorithms/LongestCommonSubstring.java:83}) MOVE({SuffixArray computeTextLength(String[])}  {LongestCommonSubstring computeTextLength(String[])}),
d6dbfdb595ab849f2927176ca9e5e1ee87149828,MOVE, MOVE	{Method constructText(String[]  int  int) at StringAlgorithms/LongestCommonSubstring.java:132}	{Method constructText(String[]  int  int) at StringAlgorithms/LongestCommonSubstring.java:66}) MOVE({SuffixArray constructText(String[]  int  int)}  {LongestCommonSubstring constructText(String[]  int  int)}),
d6dbfdb595ab849f2927176ca9e5e1ee87149828,MOVE, MOVE	{Method addColor(Map  int  int) at StringAlgorithms/LongestCommonSubstring.java:271}	{Method addColor(Map  int  int) at StringAlgorithms/LongestCommonSubstring.java:213}) MOVE({SuffixArray addColor(Map  int  int)}  {LongestCommonSubstring addColor(Map  int  int)}),
d6dbfdb595ab849f2927176ca9e5e1ee87149828,MOVE, MOVE	{Method fillIndexMap(String[]  int[]) at StringAlgorithms/LongestCommonSubstring.java:106}	{Method fillIndexMap(String[]  int[]) at StringAlgorithms/LongestCommonSubstring.java:40}) MOVE({SuffixArray fillIndexMap(String[]  int[])}  {LongestCommonSubstring fillIndexMap(String[]  int[])}),
d6dbfdb595ab849f2927176ca9e5e1ee87149828,MOVE, MOVE	{Method lcs(String[]  int) at StringAlgorithms/LongestCommonSubstring.java:156}	{Method lcs(String[]  int) at StringAlgorithms/LongestCommonSubstring.java:90}) MOVE({SuffixArray lcs(String[]  int)}  {LongestCommonSubstring lcs(String[]  int)}),
1c744e12470d09db6155172b2b0aa8539eea650c,RENAME, RENAME	{Method function(Long  Long) at src/main/java/com/williamfiset/algorithms/datastructures/segmenttree/SumQuerySumUpdateSegmentTree.java:35}	{Method sumFunction(Long  Long) at src/main/java/com/williamfiset/algorithms/datastructures/segmenttree/SumQuerySumUpdateSegmentTree.java:27}) RENAME({com.williamfiset.algorithms.datastructures.segmenttree.SumQuerySumUpdateSegmentTree function(Long  Long)}  {com.williamfiset.algorithms.datastructures.segmenttree.SumQuerySumUpdateSegmentTree sumFunction(Long  Long)}),
1c744e12470d09db6155172b2b0aa8539eea650c,MOVE_RENAME, MOVE_RENAME	{Method nullSafeFunction(Long  Long) at src/main/java/com/williamfiset/algorithms/datastructures/segmenttree/SumQuerySumUpdateSegmentTree.java:27}	{Method minFunction(Long  Long) at src/main/java/com/williamfiset/algorithms/datastructures/segmenttree/MinQueryAssignUpdateSegmentTree.java:26}) MOVE_RENAME({com.williamfiset.algorithms.datastructures.segmenttree.SumQuerySumUpdateSegmentTree nullSafeFunction(Long  Long)}  {com.williamfiset.algorithms.datastructures.segmenttree.MinQueryAssignUpdateSegmentTree minFunction(Long  Long)}),
8a6ca02d93ee71e9a8f54e2f72e646c753c22dfd,RENAME, RENAME	{Class EagerPrimsAdjacencyList at com/williamfiset/algorithms/graphtheory/examples/EagerPrimsAdjacencyList.java:29}	{Class EagerPrimsExample at com/williamfiset/algorithms/graphtheory/examples/EagerPrimsExample.java:29}) RENAME({com.williamfiset.algorithms.graphtheory.examples.EagerPrimsAdjacencyList}  {com.williamfiset.algorithms.graphtheory.examples.EagerPrimsExample}),
8a6ca02d93ee71e9a8f54e2f72e646c753c22dfd,INTERNAL_MOVE, INTERNAL_MOVE	{Method getMst() at com/williamfiset/algorithms/graphtheory/examples/EagerPrimsAdjacencyList.java:127}	{Method getMst() at com/williamfiset/algorithms/graphtheory/examples/EagerPrimsExample.java:127}) INTERNAL_MOVE({com.williamfiset.algorithms.graphtheory.examples.EagerPrimsAdjacencyList getMst()}  {com.williamfiset.algorithms.graphtheory.examples.EagerPrimsExample MinimumSpanningTreeSolver getMst()}),
8a6ca02d93ee71e9a8f54e2f72e646c753c22dfd,INTERNAL_MOVE, INTERNAL_MOVE	{Method getMstCost() at com/williamfiset/algorithms/graphtheory/examples/EagerPrimsAdjacencyList.java:132}	{Method getMstCost() at com/williamfiset/algorithms/graphtheory/examples/EagerPrimsExample.java:132}) INTERNAL_MOVE({com.williamfiset.algorithms.graphtheory.examples.EagerPrimsAdjacencyList getMstCost()}  {com.williamfiset.algorithms.graphtheory.examples.EagerPrimsExample MinimumSpanningTreeSolver getMstCost()}),
8a6ca02d93ee71e9a8f54e2f72e646c753c22dfd,INTERNAL_MOVE, INTERNAL_MOVE	{Method relaxEdgesAtNode(int) at com/williamfiset/algorithms/graphtheory/examples/EagerPrimsAdjacencyList.java:169}	{Method relaxEdgesAtNode(int) at com/williamfiset/algorithms/graphtheory/examples/EagerPrimsExample.java:174}) INTERNAL_MOVE({com.williamfiset.algorithms.graphtheory.examples.EagerPrimsAdjacencyList relaxEdgesAtNode(int)}  {com.williamfiset.algorithms.graphtheory.examples.EagerPrimsExample MinimumSpanningTreeSolver relaxEdgesAtNode(int)}),
8a6ca02d93ee71e9a8f54e2f72e646c753c22dfd,INTERNAL_MOVE, INTERNAL_MOVE	{Method solve() at com/williamfiset/algorithms/graphtheory/examples/EagerPrimsAdjacencyList.java:138}	{Method solve() at com/williamfiset/algorithms/graphtheory/examples/EagerPrimsExample.java:143}) INTERNAL_MOVE({com.williamfiset.algorithms.graphtheory.examples.EagerPrimsAdjacencyList solve()}  {com.williamfiset.algorithms.graphtheory.examples.EagerPrimsExample MinimumSpanningTreeSolver solve()}),
2cec4695af6f849a1913c2cc0c5ff2c555e6a31d,EXTRACT, EXTRACT	{Method graphWithCyclesTest() at GraphTheory/tests/BridgesAdjacencyListIterativeTest.java:75}	{Method getSortedBridges(List) at GraphTheory/tests/BridgesAdjacencyListIterativeTest.java:156}) EXTRACT({BridgesAdjacencyListIterativeTest graphWithCyclesTest()}  {BridgesAdjacencyListIterativeTest getSortedBridges(List)}),
2cec4695af6f849a1913c2cc0c5ff2c555e6a31d,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method dfs(int  int) at GraphTheory/ArticulationPointsAdjacencyList.java:43}	{Method dfs(int  int  int) at GraphTheory/ArticulationPointsAdjacencyList.java:48}) CHANGE_SIGNATURE({ArticulationPointsAdjacencyList dfs(int  int)}  {ArticulationPointsAdjacencyList dfs(int  int  int)}),
2cec4695af6f849a1913c2cc0c5ff2c555e6a31d,EXTRACT, EXTRACT	{Method graphWithCyclesTest() at GraphTheory/tests/BridgesAdjacencyListTest.java:75}	{Method getSortedBridges(List) at GraphTheory/tests/BridgesAdjacencyListTest.java:155}) EXTRACT({BridgesAdjacencyListTest graphWithCyclesTest()}  {BridgesAdjacencyListTest getSortedBridges(List)}),
2cec4695af6f849a1913c2cc0c5ff2c555e6a31d,EXTRACT, EXTRACT	{Method testTreeCase() at GraphTheory/tests/BridgesAdjacencyListIterativeTest.java:24}	{Method getSortedBridges(List) at GraphTheory/tests/BridgesAdjacencyListIterativeTest.java:156}) EXTRACT({BridgesAdjacencyListIterativeTest testTreeCase()}  {BridgesAdjacencyListIterativeTest getSortedBridges(List)}),
2cec4695af6f849a1913c2cc0c5ff2c555e6a31d,EXTRACT, EXTRACT	{Method testGraphInSlides() at GraphTheory/tests/BridgesAdjacencyListIterativeTest.java:120}	{Method getSortedBridges(List) at GraphTheory/tests/BridgesAdjacencyListIterativeTest.java:156}) EXTRACT({BridgesAdjacencyListIterativeTest testGraphInSlides()}  {BridgesAdjacencyListIterativeTest getSortedBridges(List)}),
2cec4695af6f849a1913c2cc0c5ff2c555e6a31d,EXTRACT, EXTRACT	{Method testGraphInSlides() at GraphTheory/tests/BridgesAdjacencyListTest.java:120}	{Method getSortedBridges(List) at GraphTheory/tests/BridgesAdjacencyListTest.java:155}) EXTRACT({BridgesAdjacencyListTest testGraphInSlides()}  {BridgesAdjacencyListTest getSortedBridges(List)}),
2cec4695af6f849a1913c2cc0c5ff2c555e6a31d,EXTRACT, EXTRACT	{Method testTreeCase() at GraphTheory/tests/BridgesAdjacencyListTest.java:24}	{Method getSortedBridges(List) at GraphTheory/tests/BridgesAdjacencyListTest.java:155}) EXTRACT({BridgesAdjacencyListTest testTreeCase()}  {BridgesAdjacencyListTest getSortedBridges(List)}),
dca1c5dc9716dc3672fe50cccbb423f2e2136041,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(int  double) at com/williamfiset/algorithms/graphtheory/networkflow/MinCostMaxFlow.java:129}	{Method new(int  long) at com/williamfiset/algorithms/graphtheory/networkflow/MinCostMaxFlow.java:184}) CHANGE_SIGNATURE({com.williamfiset.algorithms.graphtheory.networkflow.MinCostMaxFlow Node new(int  double)}  {com.williamfiset.algorithms.graphtheory.networkflow.MinCostMaxFlowSolver Node new(int  long)}),
dca1c5dc9716dc3672fe50cccbb423f2e2136041,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(int  int  int  int) at com/williamfiset/algorithms/graphtheory/networkflow/MinCostMaxFlow.java:16}	{Method new(int  int  long  long) at com/williamfiset/algorithms/graphtheory/networkflow/MinCostMaxFlow.java:26}) CHANGE_SIGNATURE({com.williamfiset.algorithms.graphtheory.networkflow.MinCostMaxFlow Edge new(int  int  int  int)}  {com.williamfiset.algorithms.graphtheory.networkflow.MinCostMaxFlowSolver Edge new(int  int  long  long)}),
dca1c5dc9716dc3672fe50cccbb423f2e2136041,RENAME, RENAME	{Class MinCostMaxFlow at com/williamfiset/algorithms/graphtheory/networkflow/MinCostMaxFlow.java:10}	{Class MinCostMaxFlowSolver at com/williamfiset/algorithms/graphtheory/networkflow/MinCostMaxFlow.java:17}) RENAME({com.williamfiset.algorithms.graphtheory.networkflow.MinCostMaxFlow}  {com.williamfiset.algorithms.graphtheory.networkflow.MinCostMaxFlowSolver}),
494eb5f8298de192c9b56d60c914ca8367528b80,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(List) at com/williamfiset/algorithms/graphtheory/Boruvkas.java:55}	{Method new(int  Edge[]) at com/williamfiset/algorithms/graphtheory/Boruvkas.java:49}) CHANGE_SIGNATURE({com.williamfiset.algorithms.graphtheory.Boruvkas new(List)}  {com.williamfiset.algorithms.graphtheory.Boruvkas new(int  Edge[])}),
494eb5f8298de192c9b56d60c914ca8367528b80,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(int  int  int) at com/williamfiset/algorithms/graphtheory/Boruvkas.java:15}	{Method new(int  int  int  int) at com/williamfiset/algorithms/graphtheory/Boruvkas.java:15}) CHANGE_SIGNATURE({com.williamfiset.algorithms.graphtheory.Boruvkas Edge new(int  int  int)}  {com.williamfiset.algorithms.graphtheory.Boruvkas Edge new(int  int  int  int)}),
494eb5f8298de192c9b56d60c914ca8367528b80,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method addDirectedEdge(List  int  int  int) at com/williamfiset/algorithms/graphtheory/Boruvkas.java:134}	{Method addDirectedEdge(Edge[]  int  int  int  int) at com/williamfiset/algorithms/graphtheory/Boruvkas.java:121}) CHANGE_SIGNATURE({com.williamfiset.algorithms.graphtheory.Boruvkas addDirectedEdge(List  int  int  int)}  {com.williamfiset.algorithms.graphtheory.Boruvkas addDirectedEdge(Edge[]  int  int  int  int)}),
32db7a969da525a9dc3a6d87d61bebf07c825923,EXTRACT, EXTRACT	{Method main(String[]) at com/williamfiset/algorithms/math/CompressedPrimeSieve.java:60}	{Method isPrime(long[]  int) at com/williamfiset/algorithms/math/CompressedPrimeSieve.java:39}) EXTRACT({com.williamfiset.algorithms.math.CompressedPrimeSieve main(String[])}  {com.williamfiset.algorithms.math.CompressedPrimeSieve isPrime(long[]  int)}),
f7fecc640cb73e3cfaa00314711c41c59c262a58,RENAME, RENAME	{Method treeCenter(List) at src/main/java/com/williamfiset/algorithms/graphtheory/treealgorithms/TreeCenterLongestPathImpl.java:43}	{Method findTreeCenters(List) at src/main/java/com/williamfiset/algorithms/graphtheory/treealgorithms/TreeCenterLongestPathImpl.java:44}) RENAME({com.williamfiset.algorithms.graphtheory.treealgorithms.TreeCenterLongestPathImpl treeCenter(List)}  {com.williamfiset.algorithms.graphtheory.treealgorithms.TreeCenterLongestPathImpl findTreeCenters(List)}),
e97d8a88bc7f5164ad9636c8ba41b9f691c0318f,EXTRACT, EXTRACT	{Method main(String[]) at GraphTheory/TspDynamicProgrammingIterative.java:161}	{Method test() at GraphTheory/TspDynamicProgrammingIterative.java:159}) EXTRACT({TspDynamicProgrammingIterative main(String[])}  {TspDynamicProgrammingIterative test()}),
7fc65eedf3057c76d80b3283eaa67d5daea12148,RENAME, RENAME	{Class NarrowArtGallery at com/williamfiset/algorithms/dp/examples/NarrowArtGallery.java:10}	{Class NarrowArtGalleryRecursive at com/williamfiset/algorithms/dp/examples/NarrowArtGalleryRecursive.java:3}) RENAME({NarrowArtGallery}  {NarrowArtGalleryRecursive}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method push(int) at src/main/java/com/williamfiset/algorithms/datastructures/stack/IntStack.java:39}	{Method push(Integer) at src/main/java/com/williamfiset/algorithms/datastructures/stack/IntStack.java:40}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.stack.IntStack push(int)}  {com.williamfiset.algorithms.datastructures.stack.IntStack push(Integer)}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,RENAME, RENAME	{Method testEnqueueOneElement() at src/test/java/com/williamfiset/algorithms/datastructures/queue/IntQueueTest.java:35}	{Method testofferOneElement() at src/test/java/com/williamfiset/algorithms/datastructures/queue/IntQueueTest.java:35}) RENAME({com.williamfiset.algorithms.datastructures.queue.IntQueueTest testEnqueueOneElement()}  {com.williamfiset.algorithms.datastructures.queue.IntQueueTest testofferOneElement()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method peek() at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:30}	{Method peek() at src/main/java/com/williamfiset/algorithms/datastructures/queue/LinkedQueue.java:30}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue peek()}  {com.williamfiset.algorithms.datastructures.queue.LinkedQueue peek()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method poll() at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:37}	{Method poll() at src/main/java/com/williamfiset/algorithms/datastructures/queue/IntQueue.java:60}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue poll()}  {com.williamfiset.algorithms.datastructures.queue.IntQueue poll()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method poll() at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:37}	{Method poll() at src/main/java/com/williamfiset/algorithms/datastructures/queue/ArrayQueue.java:36}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue poll()}  {com.williamfiset.algorithms.datastructures.queue.ArrayQueue poll()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,RENAME, RENAME	{Method testDequeueOneElement() at src/test/java/com/williamfiset/algorithms/datastructures/queue/IntQueueTest.java:100}	{Method testpollOneElement() at src/test/java/com/williamfiset/algorithms/datastructures/queue/IntQueueTest.java:100}) RENAME({com.williamfiset.algorithms.datastructures.queue.IntQueueTest testDequeueOneElement()}  {com.williamfiset.algorithms.datastructures.queue.IntQueueTest testpollOneElement()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method peek() at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:30}	{Method peek() at src/main/java/com/williamfiset/algorithms/datastructures/queue/ArrayQueue.java:46}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue peek()}  {com.williamfiset.algorithms.datastructures.queue.ArrayQueue peek()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method size() at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:19}	{Method size() at src/main/java/com/williamfiset/algorithms/datastructures/queue/LinkedQueue.java:19}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue size()}  {com.williamfiset.algorithms.datastructures.queue.LinkedQueue size()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method offer(T) at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:43}	{Method offer(T) at src/main/java/com/williamfiset/algorithms/datastructures/queue/LinkedQueue.java:43}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue offer(T)}  {com.williamfiset.algorithms.datastructures.queue.LinkedQueue offer(T)}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN, PUSH_DOWN	{Method iterator() at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:49}	{Method iterator() at src/main/java/com/williamfiset/algorithms/datastructures/queue/LinkedQueue.java:49}) PUSH_DOWN({com.williamfiset.algorithms.datastructures.queue.Queue iterator()}  {com.williamfiset.algorithms.datastructures.queue.LinkedQueue iterator()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method poll() at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:37}	{Method poll() at src/main/java/com/williamfiset/algorithms/datastructures/queue/LinkedQueue.java:37}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue poll()}  {com.williamfiset.algorithms.datastructures.queue.LinkedQueue poll()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method isEmpty() at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:24}	{Method isEmpty() at src/main/java/com/williamfiset/algorithms/datastructures/queue/ArrayQueue.java:61}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue isEmpty()}  {com.williamfiset.algorithms.datastructures.queue.ArrayQueue isEmpty()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method isEmpty() at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:24}	{Method isEmpty() at src/main/java/com/williamfiset/algorithms/datastructures/queue/LinkedQueue.java:24}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue isEmpty()}  {com.williamfiset.algorithms.datastructures.queue.LinkedQueue isEmpty()}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method offer(T) at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:43}	{Method offer(T) at src/main/java/com/williamfiset/algorithms/datastructures/queue/ArrayQueue.java:27}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue offer(T)}  {com.williamfiset.algorithms.datastructures.queue.ArrayQueue offer(T)}),
d5f4fab7bd4f4e9a3872b01db4b46309456dae41,PUSH_DOWN_IMPL, PUSH_DOWN_IMPL	{Method size() at src/main/java/com/williamfiset/algorithms/datastructures/queue/Queue.java:19}	{Method size() at src/main/java/com/williamfiset/algorithms/datastructures/queue/ArrayQueue.java:56}) PUSH_DOWN_IMPL({com.williamfiset.algorithms.datastructures.queue.Queue size()}  {com.williamfiset.algorithms.datastructures.queue.ArrayQueue size()}),
995250ded3624c7ef8eaf5c35e182435be90c89e,RENAME, RENAME	{Class BellmanFord at GraphTheory/BellmanFord.java:1}	{Class BellmanFordEdgeList at GraphTheory/BellmanFordEdgeList.java:1}) RENAME({BellmanFord}  {BellmanFordEdgeList}),
23dca84199aec00f65e84e0b8c35a63a44ed8021,INLINE, INLINE	{Method findInitialValues(int[]  int) at LinearAlgebra/LinearRecurrenceSolver.java:130}	{Method main(String[]) at LinearAlgebra/LinearRecurrenceSolver.java:125}) INLINE({LinearRecurrenceSolver findInitialValues(int[]  int)}  {LinearRecurrenceSolver main(String[])}),
83e02376e955b37a90920862b784ed29c50de472,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method lca(TreeNode  int  int) at src/main/java/com/williamfiset/algorithms/graphtheory/treealgorithms/LowestCommonAncestor.java:71}	{Method lca(int  int) at src/main/java/com/williamfiset/algorithms/graphtheory/treealgorithms/LowestCommonAncestor.java:91}) CHANGE_SIGNATURE({com.williamfiset.algorithms.graphtheory.treealgorithms.LowestCommonAncestor lca(TreeNode  int  int)}  {com.williamfiset.algorithms.graphtheory.treealgorithms.LowestCommonAncestor lca(int  int)}),
83e02376e955b37a90920862b784ed29c50de472,EXTRACT_MOVE, EXTRACT_MOVE	{Method testLcaOfTheSameNodeIsItself() at src/test/java/com/williamfiset/algorithms/graphtheory/treealgorithms/LowestCommonAncestorTest.java:64}	{Method size() at src/main/java/com/williamfiset/algorithms/graphtheory/treealgorithms/LowestCommonAncestor.java:37}) EXTRACT_MOVE({com.williamfiset.algorithms.graphtheory.treealgorithms.LowestCommonAncestorTest testLcaOfTheSameNodeIsItself()}  {com.williamfiset.algorithms.graphtheory.treealgorithms.LowestCommonAncestor TreeNode size()}),
75c0b8c644b5736981d6bbda8e1059905f21548f,INLINE, INLINE	{Method example2() at src/main/java/com/williamfiset/algorithms/graphtheory/treealgorithms/LowestCommonAncestorEulerTour.java:303}	{Method main(String[]) at src/main/java/com/williamfiset/algorithms/graphtheory/treealgorithms/LowestCommonAncestorEulerTour.java:23}) INLINE({com.williamfiset.algorithms.graphtheory.treealgorithms.LowestCommonAncestorEulerTour example2()}  {com.williamfiset.algorithms.graphtheory.treealgorithms.LowestCommonAncestorEulerTour main(String[])}),
21cce88d6d51f3e9eca75e742c03e7496d1573a7,INLINE, INLINE	{Method init(long[]) at src/main/java/com/williamfiset/algorithms/datastructures/sparsetable/examples/MinSparseTable.java:41}	{Method new(long[]) at src/main/java/com/williamfiset/algorithms/datastructures/sparsetable/examples/MinSparseTable.java:53}) INLINE({com.williamfiset.algorithms.datastructures.sparsetable.examples.MinSparseTable init(long[])}  {com.williamfiset.algorithms.datastructures.sparsetable.examples.MinSparseTable new(long[])}),
534aefb636c39e14184a8bc7b83c30df07d0c953,RENAME, RENAME	{Method createGraph(int) at com/williamfiset/algorithms/graphtheory/treealgorithms/TreeCenter.java:45}	{Method createEmptyTree(int) at com/williamfiset/algorithms/graphtheory/treealgorithms/TreeCenter.java:46}) RENAME({com.williamfiset.algorithms.graphtheory.treealgorithms.TreeCenter createGraph(int)}  {com.williamfiset.algorithms.graphtheory.treealgorithms.TreeCenter createEmptyTree(int)}),
365dc61a2031c00e040a0e82b3d9b3e56009d3bf,EXTRACT, EXTRACT	{Method rangeQuery(int  int  int  int  int) at src/main/java/com/williamfiset/algorithms/datastructures/segmenttree/GenericSegmentTree.java:151}	{Method defaultValue() at src/main/java/com/williamfiset/algorithms/datastructures/segmenttree/GenericSegmentTree.java:135}) EXTRACT({com.williamfiset.algorithms.datastructures.segmenttree.GenericSegmentTree rangeQuery(int  int  int  int  int)}  {com.williamfiset.algorithms.datastructures.segmenttree.GenericSegmentTree defaultValue()}),
578e2645befab80fd1fdbf24fa5a94daea0d7049,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method new(int  Long  int  int) at src/main/java/com/williamfiset/algorithms/datastructures/segmenttree/GenericSegmentTree2.java:49}	{Method new(int  Long  Long  Long  int  int) at src/main/java/com/williamfiset/algorithms/datastructures/segmenttree/GenericSegmentTree2.java:52}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.segmenttree.GenericSegmentTree2 Segment new(int  Long  int  int)}  {com.williamfiset.algorithms.datastructures.segmenttree.GenericSegmentTree2 Segment new(int  Long  Long  Long  int  int)}),
d53752c8630a5f066ede228d2fd91eb05a056b00,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method f(int  Rv[]  int[]) at src/main/java/com/williamfiset/algorithms/dp/WeightedMaximumCardinalityMatchingRecursive.java:138}	{Method f(int  MatchingCost[]  int[]) at src/main/java/com/williamfiset/algorithms/dp/WeightedMaximumCardinalityMatchingRecursive.java:142}) CHANGE_SIGNATURE({com.williamfiset.algorithms.dp.WeightedMaximumCardinalityMatchingRecursive f(int  Rv[]  int[])}  {com.williamfiset.algorithms.dp.WeightedMaximumCardinalityMatchingRecursive f(int  MatchingCost[]  int[])}),
d53752c8630a5f066ede228d2fd91eb05a056b00,EXTRACT, EXTRACT	{Method f(int  Rv[]  int[]) at src/main/java/com/williamfiset/algorithms/dp/WeightedMaximumCardinalityMatchingRecursive.java:138}	{Method updateMatchingCost(MatchingCost  Double) at src/main/java/com/williamfiset/algorithms/dp/WeightedMaximumCardinalityMatchingRecursive.java:177}) EXTRACT({com.williamfiset.algorithms.dp.WeightedMaximumCardinalityMatchingRecursive f(int  Rv[]  int[])}  {com.williamfiset.algorithms.dp.WeightedMaximumCardinalityMatchingRecursive updateMatchingCost(MatchingCost  Double)}),
d53752c8630a5f066ede228d2fd91eb05a056b00,INTERNAL_MOVE, INTERNAL_MOVE	{Method toString() at src/main/java/com/williamfiset/algorithms/dp/WeightedMaximumCardinalityMatchingRecursive.java:132}	{Method toString() at src/main/java/com/williamfiset/algorithms/dp/WeightedMaximumCardinalityMatchingRecursive.java:41}) INTERNAL_MOVE({com.williamfiset.algorithms.dp.WeightedMaximumCardinalityMatchingRecursive Rv toString()}  {com.williamfiset.algorithms.dp.WeightedMaximumCardinalityMatchingRecursive MatchingCost toString()}),
5c829cd35a89ff76a03a6e5bdf54aac609a3afcd,EXTRACT, EXTRACT	{Method testMoreComplexPath() at com/williamfiset/algorithms/graphtheory/EulerianPathDirectedEdgesAdjacencyList.java:151}	{Method addDirectedEdge(List  int  int) at com/williamfiset/algorithms/graphtheory/EulerianPathDirectedEdgesAdjacencyList.java:103}) EXTRACT({com.williamfiset.algorithms.graphtheory.EulerianPathDirectedEdgesAdjacencyList testMoreComplexPath()}  {com.williamfiset.algorithms.graphtheory.EulerianPathDirectedEdgesAdjacencyList addDirectedEdge(List  int  int)}),
cc2a997df4def10c66317f8fd6f71c63fc3c1c63,EXTRACT, EXTRACT	{Method lcs(String[]  int) at StringAlgorithms/LongestCommonSubstring.java:100}	{Method removeColor(Map  int  int) at StringAlgorithms/LongestCommonSubstring.java:268}) EXTRACT({SuffixArray lcs(String[]  int)}  {SuffixArray removeColor(Map  int  int)}),
